timestamp,open,high,low,close,volume,turnover
2025-06-12 04:00:00,21.219,21.28,20.971,21.028,51229.736004,1085732.03874976
2025-06-12 08:00:00,21.02,21.128,20.772,20.806,25143.427384,527139.978285106
2025-06-12 12:00:00,20.809,21.307,20.745,20.868,49593.888715,1043727.360349931
2025-06-12 16:00:00,20.868,21.252,20.49,20.592,65280.121373,1364930.071406313
2025-06-12 20:00:00,20.592,20.686,20.158,20.296,55972.280241,1142555.717085617
2025-06-13 00:00:00,20.288,20.305,18.469,19.101,320962.383653,6134638.917788369
2025-06-13 04:00:00,19.104,19.176,18.795,19.144,55658.585724,1057073.413774265
2025-06-13 08:00:00,19.14,19.398,19.014,19.258,66709.465158,1280605.161111313
2025-06-13 12:00:00,19.26,19.429,18.87,19.3,76280.04125,1462641.210307029
2025-06-13 16:00:00,19.302,19.545,18.91,19.026,82118.517398,1575086.835864141
2025-06-13 20:00:00,19.028,19.44,18.969,19.412,23747.169058,456248.988681116
2025-06-14 00:00:00,19.412,19.435,19.16,19.255,37818.038043,729474.149060968
2025-06-14 04:00:00,19.249,19.42,19.072,19.24,48959.642043,943226.118463027
2025-06-14 08:00:00,19.24,19.243,19.002,19.14,10713.412802,204837.543082664
2025-06-14 12:00:00,19.132,19.208,18.857,18.964,32653.188076,620702.317365144
2025-06-14 16:00:00,18.961,19.067,18.71,18.884,40267.905025,759845.337703963
2025-06-14 20:00:00,18.888,19.1,18.753,18.932,33923.321254,643169.973989392
2025-06-15 00:00:00,18.937,19.055,18.903,18.972,24368.856443,462527.764743225
2025-06-15 04:00:00,18.98,19.278,18.936,18.962,57821.878434,1105280.835603296
2025-06-15 08:00:00,18.968,19.024,18.77,18.97,49087.33775,926837.445513195
2025-06-15 12:00:00,18.972,19.255,18.873,19.072,77786.909088,1479836.986566273
2025-06-15 16:00:00,19.072,19.195,18.992,19.08,24580.797017,468882.273368731
2025-06-15 20:00:00,19.084,19.181,18.726,19.105,35500.346935,671101.985513335
2025-06-16 00:00:00,19.107,19.475,18.897,19.259,77749.036577,1497316.029126143
2025-06-16 04:00:00,19.267,19.856,19.244,19.794,104310.604135,2045826.367208697
2025-06-16 08:00:00,19.796,19.829,19.425,19.631,77732.427267,1528561.435456657
2025-06-16 12:00:00,19.631,19.926,19.48,19.72,64204.210924,1266094.508170325
2025-06-16 16:00:00,19.725,19.932,19.65,19.776,29277.828576,579088.632053265
2025-06-16 20:00:00,19.772,19.998,19.004,19.06,115144.172435,2243827.915090757
2025-06-17 00:00:00,19.062,19.49,18.702,19.312,91068.651998,1738328.191239301
2025-06-17 04:00:00,19.312,19.329,19.047,19.14,33834.706824,649146.785088236
2025-06-17 08:00:00,19.134,19.154,18.848,18.924,48573.81471,921798.024772277
2025-06-17 12:00:00,18.92,19.059,18.524,18.667,39678.380892,744984.318195723
2025-06-17 16:00:00,18.668,18.934,18.136,18.8,143627.647459,2653807.829623422
2025-06-17 20:00:00,18.796,18.861,18.336,18.584,40698.061774,756932.330064603
2025-06-18 00:00:00,18.592,18.849,18.54,18.708,17374.330074,324687.543883264
2025-06-18 04:00:00,18.712,18.906,18.636,18.74,12167.005934,228238.234626261
2025-06-18 08:00:00,18.74,18.828,18.23,18.52,25887.295414,479330.414860982
2025-06-18 12:00:00,18.52,18.595,18.066,18.352,75784.894215,1389489.899825333
2025-06-18 16:00:00,18.344,18.504,18.08,18.219,39149.108305,715394.346218879
2025-06-18 20:00:00,18.224,18.644,18.084,18.164,71297.3758,1306102.182858944
2025-06-19 00:00:00,18.167,18.392,17.911,18.046,58278.717352,1053194.560499042
2025-06-19 04:00:00,18.052,18.06,17.793,17.912,66909.050798,1196844.731165129
2025-06-19 08:00:00,17.912,18.093,17.868,17.898,18021.903856,323970.280531469
2025-06-19 12:00:00,17.9,18.04,17.658,17.743,71107.071842,1268636.037375152
2025-06-19 16:00:00,17.741,18.083,17.635,17.931,35765.364405,639065.925198882
2025-06-19 20:00:00,17.931,18.186,17.922,18.056,19688.841856,355382.636276887
2025-06-20 00:00:00,18.06,18.172,17.98,17.999,10653.373165,192533.732602601
2025-06-20 04:00:00,17.989,18.421,17.827,18.332,29239.733967,529603.415570479
2025-06-20 08:00:00,18.332,18.413,18.144,18.259,20172.13702,368743.100822909
2025-06-20 12:00:00,18.26,18.363,17.738,17.816,56817.606619,1022328.201898765
2025-06-20 16:00:00,17.82,17.823,16.94,17.448,129161.096604,2240276.825488415
2025-06-20 20:00:00,17.444,17.672,17.201,17.369,30422.35876,527987.931173848
2025-06-21 00:00:00,17.371,17.639,17.364,17.596,23298.415177,407544.935460268
2025-06-21 04:00:00,17.596,17.624,17.496,17.541,20455.511947,359194.09006033
2025-06-21 08:00:00,17.548,17.632,17.492,17.604,28253.382821,495918.416588513
2025-06-21 12:00:00,17.604,17.623,17.003,17.144,83633.592554,1437270.61705069
2025-06-21 16:00:00,17.136,17.192,16.761,16.788,88462.838805,1494721.28297014
2025-06-21 20:00:00,16.79,17.111,16.325,16.82,235241.536541,3920502.282068258
2025-06-22 00:00:00,16.817,17.111,16.592,16.7,98259.377515,1656853.077522049
2025-06-22 04:00:00,16.705,17.007,16.663,16.851,20123.11421,340169.54494524
2025-06-22 08:00:00,16.85,16.924,16.525,16.651,56242.07357,938951.91886493
2025-06-22 12:00:00,16.66,16.746,15.953,16.036,192591.934362,3116967.191247403
2025-06-22 16:00:00,16.035,16.355,15.894,15.943,76672.175865,1233855.191819818
2025-06-22 20:00:00,15.944,16.533,15.613,16.526,83047.237327,1333588.358508137
2025-06-23 00:00:00,16.524,16.764,16.488,16.524,35936.831259,596518.123404512
2025-06-23 04:00:00,16.524,17.064,16.52,16.918,59108.940209,990353.65160947
2025-06-23 08:00:00,16.92,17.161,16.78,16.876,49837.917238,846513.059535074
2025-06-23 12:00:00,16.88,17.275,16.716,16.756,160661.767476,2737252.974724665
2025-06-23 16:00:00,16.755,17.315,16.262,17.308,140736.166892,2366899.849503186
2025-06-23 20:00:00,17.304,18.199,17.258,18.065,172847.115639,3077719.469853208
2025-06-24 00:00:00,18.066,18.235,17.948,18.055,65276.247777,1180502.842027462
2025-06-24 04:00:00,18.056,18.489,17.976,18.047,118404.638486,2165883.107212546
2025-06-24 08:00:00,18.046,18.284,17.891,18.13,47609.959609,861759.420840974
2025-06-24 12:00:00,18.136,18.292,17.993,18.164,53793.901668,975654.870415279
2025-06-24 16:00:00,18.168,18.428,17.93,18.032,95572.048721,1736705.259583016
2025-06-24 20:00:00,18.024,18.24,17.959,18.24,42060.057959,762257.548438111
2025-06-25 00:00:00,18.24,18.366,18.107,18.124,71493.982134,1302488.877420937
2025-06-25 04:00:00,18.128,18.18,17.976,18.035,28088.075129,507115.657525891
2025-06-25 08:00:00,18.034,18.048,17.736,17.99,70650.692858,1263463.043634989
2025-06-25 12:00:00,17.988,18.132,17.554,17.591,103563.056925,1852157.335079066
2025-06-25 16:00:00,17.598,17.796,17.538,17.724,31687.167719,559811.110474876
2025-06-25 20:00:00,17.716,17.824,17.42,17.571,29045.94021,510241.595276536
2025-06-26 00:00:00,17.569,18.014,17.449,17.76,38982.050869,690586.125448923
2025-06-26 04:00:00,17.768,17.821,17.544,17.732,20593.224499,363741.572589743
2025-06-26 08:00:00,17.732,17.791,17.384,17.423,51336.260515,903049.69834649
2025-06-26 12:00:00,17.416,17.431,17.093,17.25,108359.426706,1873749.441661665
2025-06-26 16:00:00,17.251,17.386,17.15,17.34,29304.009343,505004.359935572
2025-06-26 20:00:00,17.34,17.635,17.179,17.231,44383.076953,771677.885442543
2025-06-27 00:00:00,17.234,17.536,17.019,17.499,46277.403837,798052.557288951
2025-06-27 04:00:00,17.499,17.609,17.34,17.402,19087.729371,333995.248584376
2025-06-27 08:00:00,17.4,17.62,17.389,17.465,19695.810626,344605.1222863
2025-06-27 12:00:00,17.475,17.577,17.289,17.545,43114.124758,751675.824279484
2025-06-27 16:00:00,17.547,17.782,17.131,17.332,46083.438508,804939.537266932
2025-06-27 20:00:00,17.332,17.61,17.308,17.574,19375.215226,338749.350852422
2025-06-28 00:00:00,17.576,17.671,17.478,17.599,11794.044518,207324.27911663
2025-06-28 04:00:00,17.601,17.679,17.505,17.675,16056.691239,282092.094265346
2025-06-28 08:00:00,17.68,17.746,17.608,17.676,16355.758365,289058.466683451
2025-06-28 12:00:00,17.676,17.789,17.54,17.766,21832.785275,385443.049307583
2025-06-28 16:00:00,17.768,18.077,17.768,17.956,50297.347177,900796.957653154
2025-06-28 20:00:00,17.952,18.067,17.874,17.972,11259.963731,202309.122496293
2025-06-29 00:00:00,17.976,18.015,17.81,17.818,25362.382458,454660.741102169
2025-06-29 04:00:00,17.819,18.042,17.804,18.042,8851.719884,158541.178856709
2025-06-29 08:00:00,18.04,18.172,17.989,18.064,32981.218368,597371.582042433
2025-06-29 12:00:00,18.064,18.076,17.816,17.837,16658.311965,298736.839724404
2025-06-29 16:00:00,17.848,18.092,17.815,18.036,20245.372663,363502.315864175
2025-06-29 20:00:00,18.039,18.895,17.928,18.733,88766.117157,1645649.898783287
2025-06-30 00:00:00,18.74,18.882,18.275,18.299,65918.132337,1227567.530398046
2025-06-30 04:00:00,18.298,18.309,17.986,18.247,29840.411468,542527.985356471
2025-06-30 08:00:00,18.251,18.278,18.027,18.078,23086.283871,418562.901286729
2025-06-30 12:00:00,18.074,18.14,17.701,18.028,105634.173396,1893161.457245164
2025-06-30 16:00:00,18.024,18.24,17.876,18.212,24997.7042,450039.060891367
2025-06-30 20:00:00,18.216,18.265,17.893,17.972,17375.566119,313697.282046409
2025-07-01 00:00:00,17.972,18.056,17.744,17.816,19969.130407,356470.565467252
2025-07-01 04:00:00,17.814,17.814,17.431,17.631,29979.559969,526270.860305181
2025-07-01 08:00:00,17.634,17.654,17.45,17.483,50297.122807,883330.087747195
2025-07-01 12:00:00,17.483,17.508,17.2,17.261,66123.925688,1147488.922546281
2025-07-01 16:00:00,17.264,17.333,17.038,17.09,23715.904932,407461.034100137
2025-07-01 20:00:00,17.085,17.141,16.951,17.109,22358.353687,381342.034479056
2025-07-02 00:00:00,17.106,17.31,16.968,17.275,27639.09302,474138.221896371
2025-07-02 04:00:00,17.276,17.653,17.256,17.584,18571.767859,325312.412034503
2025-07-02 08:00:00,17.588,17.696,17.52,17.57,21475.332498,377965.770606229
2025-07-02 12:00:00,17.567,18.022,17.414,18.016,41093.331056,725759.955055975
2025-07-02 16:00:00,18.018,18.83,18.018,18.676,180154.547911,3330149.61016843
2025-07-02 20:00:00,18.684,18.813,18.482,18.518,82482.336922,1539705.430258161
2025-07-03 00:00:00,18.517,18.668,18.44,18.555,24509.41053,454876.524115581
2025-07-03 04:00:00,18.546,19.173,18.539,19.085,88108.0456,1665187.50222171
2025-07-03 08:00:00,19.086,19.115,18.685,18.778,37768.537256,714448.857006948
2025-07-03 12:00:00,18.773,19.002,18.345,18.364,112566.573838,2106030.971973055
2025-07-03 16:00:00,18.369,18.609,18.35,18.563,23416.295183,432782.590120271
2025-07-03 20:00:00,18.564,18.673,18.507,18.537,10384.564669,192984.508712532
2025-07-04 00:00:00,18.542,18.82,18.509,18.76,50308.116419,940431.679154753
2025-07-04 04:00:00,18.759,18.882,18.1,18.117,48198.801832,893850.451940577
2025-07-04 08:00:00,18.108,18.218,17.955,18.091,61053.971689,1105028.100688796
2025-07-04 12:00:00,18.083,18.184,17.692,17.706,58323.202491,1045146.085457184
2025-07-04 16:00:00,17.71,17.748,17.505,17.68,52941.48048,933843.156650611
2025-07-04 20:00:00,17.674,17.89,17.629,17.788,33540.787352,595894.924237573
2025-07-05 00:00:00,17.788,17.872,17.655,17.842,18435.426455,327628.683180905
2025-07-05 04:00:00,17.844,17.928,17.718,17.818,19178.397382,341404.77732334
2025-07-05 08:00:00,17.82,17.944,17.678,17.89,21704.585562,386558.875634085
